OBJECTID,latitude,longitude,scientific,common_nam,date_time,last_mod,geom_WKT
715,-21.7324,149.4554,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.4554 -21.7323999999999)
716,-20.2566,149.0254,Lepidochelys olivacea,Olive Ridley,1/01/1979,12/01/2021,POINT (149.0254 -20.2565999999999)
717,-23.245,150.8683,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (150.8683 -23.2449999999999)
718,-21.9862,149.8107,Lepidochelys olivacea,Olive Ridley,1/01/2001,12/01/2021,POINT (149.8107 -21.9861999999999)
719,-10.7248,142.3984,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.3984 -10.7248)
720,-21.6914,149.4516,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.4516 -21.6913999999999)
721,-9.9565,142.2083,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.2083 -9.95649999999995)
722,-10.2233,142.06,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (142.06 -10.2232999999999)
723,-21.6054,149.5028,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.5028 -21.6054)
724,-13.174,143.5202,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (143.5202 -13.174)
725,-10.6842,142.5324,Lepidochelys olivacea,Olive Ridley,1/01/2005,12/01/2021,POINT (142.5324 -10.6842)
726,-11.1583,143.075,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (143.075 -11.1582999999999)
727,-17.0987,139.6181,Lepidochelys olivacea,Olive Ridley,1/01/2004,12/01/2021,POINT (139.6181 -17.0987)
728,-23.25,151.7833,Lepidochelys olivacea,Olive Ridley,1/01/1977,12/01/2021,POINT (151.7833 -23.2499999999999)
729,-26.8,153.15,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (153.15 -26.8)
730,-21.99,149.81,Lepidochelys olivacea,Olive Ridley,1/01/1972,12/01/2021,POINT (149.81 -21.99)
731,-24.0383,151.605,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (151.605 -24.0382999999999)
732,-20.915,149.0166,Lepidochelys olivacea,Olive Ridley,1/01/1994,12/01/2021,POINT (149.0166 -20.915)
733,-16.6306,139.4633,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (139.4633 -16.6306)
734,-21.2951,149.3006,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.3006 -21.2950999999999)
735,-22.3483,152.7183,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (152.7183 -22.3482999999999)
736,-21.004,149.1567,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.1567 -21.004)
737,-21.5172,149.4752,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.4752 -21.5171999999999)
738,-17.2027,139.1708,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (139.1708 -17.2026999999999)
739,-24.17,151.8333,Lepidochelys olivacea,Olive Ridley,1/01/1976,12/01/2021,POINT (151.8333 -24.17)
740,-13.3413,143.5343,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (143.5343 -13.3412999999999)
741,-16.835,138.7517,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (138.7517 -16.835)
742,-20.9023,148.9945,Lepidochelys olivacea,Olive Ridley,1/01/1993,12/01/2021,POINT (148.9945 -20.9023)
743,-12.5911,143.4156,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (143.4156 -12.5910999999999)
744,-24.0183,151.545,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (151.545 -24.0183)
745,-21.0267,149.1571,Lepidochelys olivacea,Olive Ridley,1/01/1994,12/01/2021,POINT (149.1571 -21.0266999999999)
746,-21.6018,149.8251,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.8251 -21.6018)
747,-16.2756,139.2734,Lepidochelys olivacea,Olive Ridley,1/01/1992,12/01/2021,POINT (139.2734 -16.2755999999999)
748,-11.9833,141.9418,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (141.9418 -11.9832999999999)
749,-11.0087,142.1349,Lepidochelys olivacea,Olive Ridley,1/01/2005,12/01/2021,POINT (142.1349 -11.0087)
750,-9.3667,144.1167,Lepidochelys olivacea,Olive Ridley,1/01/1978,12/01/2021,POINT (144.1167 -9.36669999999998)
751,-21.9868,149.8455,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.8455 -21.9868)
752,-9.9568,142.1792,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.1792 -9.95679999999993)
753,-21.2751,149.2964,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (149.2964 -21.2751)
754,-19.1167,146.8667,Lepidochelys olivacea,Olive Ridley,1/01/1981,12/01/2021,POINT (146.8667 -19.1167)
755,-10.7683,142.37,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (142.37 -10.7683)
756,-12.0881,143.1359,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (143.1359 -12.0880999999999)
757,-10.8848,142.348,Lepidochelys olivacea,Olive Ridley,1/01/2005,12/01/2021,POINT (142.348 -10.8847999999999)
758,-10.795,142.9717,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (142.9717 -10.795)
759,-10.0671,142.1054,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.1054 -10.0670999999999)
760,-21.0029,149.1648,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.1648 -21.0029)
761,-21.4945,149.3522,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.3522 -21.4945)
762,-16.1618,141.3879,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (141.3879 -16.1618)
763,-23.58,151.12,Lepidochelys olivacea,Olive Ridley,1/01/1976,12/01/2021,POINT (151.12 -23.5799999999999)
764,-21.4546,149.7159,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.7159 -21.4546)
765,-20.677,149.1565,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.1565 -20.677)
766,-16.8049,141.0902,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (141.0902 -16.8049)
767,-20.7578,149.1611,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.1611 -20.7578)
768,-23.27,150.82,Lepidochelys olivacea,Olive Ridley,1/01/1969,12/01/2021,POINT (150.82 -23.27)
769,-15.9435,141.3862,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (141.3862 -15.9435)
770,-9.77,142.65,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (142.65 -9.76999999999998)
771,-10.9833,142.1,Lepidochelys olivacea,Olive Ridley,1/01/2005,12/01/2021,POINT (142.1 -10.9832999999999)
772,-11.9748,143.1722,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (143.1722 -11.9748)
773,-23.3033,150.825,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (150.825 -23.3033)
774,-12.409,143.2728,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (143.2728 -12.4089999999999)
775,-23.7667,151.3333,Lepidochelys olivacea,Olive Ridley,1/01/1997,12/01/2021,POINT (151.3333 -23.7667)
776,-24.7721,152.4172,Lepidochelys olivacea,Olive Ridley,1/01/1969,12/01/2021,POINT (152.4172 -24.7721)
777,-14.1644,141.5922,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (141.5922 -14.1643999999999)
778,-20.867,148.9601,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (148.9601 -20.867)
779,-23.34,150.7933,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (150.7933 -23.34)
780,-16.5967,138.0517,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (138.0517 -16.5966999999999)
781,-19.2417,146.8055,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (146.8055 -19.2417)
782,-10.8833,142.0333,Lepidochelys olivacea,Olive Ridley,1/01/1997,12/01/2021,POINT (142.0333 -10.8833)
783,-10.6333,142.65,Lepidochelys olivacea,Olive Ridley,1/01/1974,12/01/2021,POINT (142.65 -10.6333)
784,-21.358,149.6728,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.6728 -21.3579999999999)
785,-9.5167,143.5467,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (143.5467 -9.51669999999996)
786,-20.6846,149.1482,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.1482 -20.6845999999999)
787,-21.9673,149.6598,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.6598 -21.9673)
788,-21.5233,149.471,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.471 -21.5232999999999)
789,-20.9199,149.0455,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.0455 -20.9198999999999)
790,-9.9417,144.0267,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (144.0267 -9.94169999999997)
791,-23.16,151.0733,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (151.0733 -23.16)
792,-24.806,152.4548,Lepidochelys olivacea,Olive Ridley,1/01/1970,12/01/2021,POINT (152.4548 -24.806)
793,-11.8191,142.853,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.853 -11.8190999999999)
794,-10.6,142.6167,Lepidochelys olivacea,Olive Ridley,1/01/1975,12/01/2021,POINT (142.6167 -10.6)
795,-21.5995,149.8087,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.8087 -21.5995)
796,-21.7173,149.6606,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.6606 -21.7173)
797,-22.0264,149.8267,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.8267 -22.0264)
798,-21.6112,149.8102,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.8102 -21.6111999999999)
799,-10.9617,142.1303,Lepidochelys olivacea,Olive Ridley,1/01/2005,12/01/2021,POINT (142.1303 -10.9617)
800,-11.38,143.03,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (143.03 -11.3799999999999)
801,-14.3717,141.5526,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (141.5526 -14.3717)
802,-12.8681,143.4055,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (143.4055 -12.8681)
803,-22.1214,149.5767,Lepidochelys olivacea,Olive Ridley,1/01/2001,12/01/2021,POINT (149.5767 -22.1213999999999)
804,-22,149.8667,Lepidochelys olivacea,Olive Ridley,1/01/1997,12/01/2021,POINT (149.8667 -21.9999999999999)
805,-10.1975,142.1166,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.1166 -10.1974999999999)
806,-21.6101,149.8143,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.8143 -21.6100999999999)
807,-20.9199,149.0455,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (149.0455 -20.9198999999999)
808,-20.6766,149.0914,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.0914 -20.6766)
809,-11.8517,143.3033,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (143.3033 -11.8516999999999)
810,-20.6753,149.1516,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.1516 -20.6752999999999)
811,-24.5203,152.062,Lepidochelys olivacea,Olive Ridley,1/01/1969,12/01/2021,POINT (152.062 -24.5203)
812,-16.7453,139.1622,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (139.1622 -16.7452999999999)
813,-21.7588,149.4335,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.4335 -21.7588)
814,-24.18,151.88,Lepidochelys olivacea,Olive Ridley,1/01/1969,12/01/2021,POINT (151.88 -24.1799999999999)
815,-21.7167,152.4167,Lepidochelys olivacea,Olive Ridley,1/01/1976,12/01/2021,POINT (152.4167 -21.7166999999999)
816,-11.6,144.0167,Lepidochelys olivacea,Olive Ridley,1/01/1975,12/01/2021,POINT (144.0167 -11.6)
817,-10.8368,142.3806,Lepidochelys olivacea,Olive Ridley,1/01/2005,12/01/2021,POINT (142.3806 -10.8367999999999)
818,-11.371,142.1226,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.1226 -11.371)
819,-16.6084,145.9736,Lepidochelys olivacea,Olive Ridley,1/01/1973,12/01/2021,POINT (145.9736 -16.6084)
820,-20.8703,149.5785,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.5785 -20.8702999999999)
821,-21.1109,149.2232,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (149.2232 -21.1109)
822,-16.6076,139.4731,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (139.4731 -16.6075999999999)
823,-16.8932,139.002,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (139.002 -16.8932)
824,-10.2596,142.0695,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.0695 -10.2596)
825,-23.205,150.7867,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (150.7867 -23.2049999999999)
826,-10.3533,142.055,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (142.055 -10.3532999999999)
827,-11.6,144.0167,Lepidochelys olivacea,Olive Ridley,1/01/1972,12/01/2021,POINT (144.0167 -11.6)
828,-13.7096,141.4982,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (141.4982 -13.7096)
829,-11.8766,142.9034,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.9034 -11.8765999999999)
830,-16.6934,141.2037,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (141.2037 -16.6933999999999)
831,-25.3183,152.99,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (152.99 -25.3183)
832,-16.6175,145.9334,Lepidochelys olivacea,Olive Ridley,1/01/1973,12/01/2021,POINT (145.9334 -16.6174999999999)
833,-21.1044,149.9333,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.9333 -21.1043999999999)
834,-20.35,148.85,Lepidochelys olivacea,Olive Ridley,1/01/1970,12/01/2021,POINT (148.85 -20.35)
835,-23.5,151.7667,Lepidochelys olivacea,Olive Ridley,1/01/1977,12/01/2021,POINT (151.7667 -23.4999999999999)
836,-12.8503,143.4485,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (143.4485 -12.8502999999999)
837,-20.8527,148.9224,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (148.9224 -20.8527)
838,-11.6,144.0167,Lepidochelys olivacea,Olive Ridley,1/01/1976,12/01/2021,POINT (144.0167 -11.6)
839,-12.7814,143.3629,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (143.3629 -12.7814)
840,-19.1167,146.8667,Lepidochelys olivacea,Olive Ridley,1/01/1980,12/01/2021,POINT (146.8667 -19.1167)
841,-20.9833,149.1492,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.1492 -20.9832999999999)
842,-10.7422,142.409,Lepidochelys olivacea,Olive Ridley,1/01/2005,12/01/2021,POINT (142.409 -10.7422)
843,-20.4811,148.7561,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (148.7561 -20.4811)
844,-17.5141,140.7339,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (140.7339 -17.5140999999999)
845,-20.915,149.0166,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (149.0166 -20.915)
846,-20.7418,149.1494,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.1494 -20.7418)
847,-20.5433,149.1185,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.1185 -20.5432999999999)
848,-23.55,151.7333,Lepidochelys olivacea,Olive Ridley,1/01/1976,12/01/2021,POINT (151.7333 -23.55)
849,-19.2752,147.0494,Lepidochelys olivacea,Olive Ridley,1/01/1970,12/01/2021,POINT (147.0494 -19.2751999999999)
850,-11.4883,143.0217,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (143.0217 -11.4883)
851,-23.5167,152.0833,Lepidochelys olivacea,Olive Ridley,1/01/1978,12/01/2021,POINT (152.0833 -23.5167)
852,-11.6329,142.8551,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.8551 -11.6328999999999)
853,-17.645,139.9367,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (139.9367 -17.645)
854,-9.52,141.57,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (141.57 -9.51999999999998)
855,-23.2417,150.8717,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (150.8717 -23.2417)
856,-23.433,151.9167,Lepidochelys olivacea,Olive Ridley,1/01/1964,12/01/2021,POINT (151.9167 -23.4329999999999)
857,-19.7333,148.3667,Lepidochelys olivacea,Olive Ridley,1/01/1984,12/01/2021,POINT (148.3667 -19.7332999999999)
858,-21.2713,149.267,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.267 -21.2712999999999)
859,-15.2016,141.5913,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (141.5913 -15.2015999999999)
860,-9.9619,142.2089,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.2089 -9.96189999999996)
861,-20.7356,149.4655,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.4655 -20.7356)
862,-16.8783,138.9083,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (138.9083 -16.8783)
863,-23.2167,150.9667,Lepidochelys olivacea,Olive Ridley,1/01/1990,12/01/2021,POINT (150.9667 -23.2166999999999)
864,-20.915,149.0166,Lepidochelys olivacea,Olive Ridley,1/01/1980,12/01/2021,POINT (149.0166 -20.915)
865,-20.9403,149.0137,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.0137 -20.9403)
866,-17.0356,139.5555,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (139.5555 -17.0355999999999)
867,-23.8817,151.3733,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (151.3733 -23.8817)
868,-16.74,138.3367,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (138.3367 -16.74)
869,-16.9333,150,Lepidochelys olivacea,Olive Ridley,1/01/1997,12/01/2021,POINT (150.0 -16.9333)
870,-20.6144,148.6847,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (148.6847 -20.6143999999999)
871,-22.1805,150.0867,Lepidochelys olivacea,Olive Ridley,1/01/1969,12/01/2021,POINT (150.0867 -22.1804999999999)
872,-23.3,151.7,Lepidochelys olivacea,Olive Ridley,1/01/1975,12/01/2021,POINT (151.7 -23.3)
873,-21.5048,149.3535,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.3535 -21.5047999999999)
874,-21.9329,149.6424,Lepidochelys olivacea,Olive Ridley,1/01/2001,12/01/2021,POINT (149.6424 -21.9329)
875,-12.4986,143.2703,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (143.2703 -12.4986)
876,-12.0397,143.1634,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (143.1634 -12.0397)
877,-20.7483,149.4734,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.4734 -20.7483)
878,-20.6817,148.7659,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (148.7659 -20.6817)
879,-11.7683,143.08,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (143.08 -11.7683)
880,-23.9965,151.4678,Lepidochelys olivacea,Olive Ridley,1/01/1976,12/01/2021,POINT (151.4678 -23.9965)
881,-24.3167,151.9667,Lepidochelys olivacea,Olive Ridley,1/01/1974,12/01/2021,POINT (151.9667 -24.3167)
882,-22.0639,149.9091,Lepidochelys olivacea,Olive Ridley,1/01/2001,12/01/2021,POINT (149.9091 -22.0638999999999)
883,-24.7316,152.3649,Lepidochelys olivacea,Olive Ridley,1/01/1976,12/01/2021,POINT (152.3649 -24.7316)
884,-21.5986,149.4844,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.4844 -21.5986)
885,-20.8507,148.9205,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (148.9205 -20.8507)
886,-11.7683,143.08,Lepidochelys olivacea,Olive Ridley,1/01/1976,12/01/2021,POINT (143.08 -11.7683)
887,-11.4667,143.0333,Lepidochelys olivacea,Olive Ridley,1/01/1997,12/01/2021,POINT (143.0333 -11.4666999999999)
888,-24.72,153.25,Lepidochelys olivacea,Olive Ridley,1/01/1969,12/01/2021,POINT (153.25 -24.72)
889,-20.95,150.0667,Lepidochelys olivacea,Olive Ridley,1/01/1980,12/01/2021,POINT (150.0667 -20.9499999999999)
890,-21.0543,149.1914,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (149.1914 -21.0543)
891,-24.806,152.4548,Lepidochelys olivacea,Olive Ridley,1/01/1976,12/01/2021,POINT (152.4548 -24.806)
892,-21.972,149.8933,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.8933 -21.972)
893,-12.6228,143.4616,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (143.4616 -12.6227999999999)
894,-10.22,142.2133,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (142.2133 -10.22)
895,-22.1418,149.8677,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.8677 -22.1417999999999)
896,-10.22,142.0533,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (142.0533 -10.22)
897,-9.75,143.4167,Lepidochelys olivacea,Olive Ridley,1/01/1977,12/01/2021,POINT (143.4167 -9.74999999999994)
898,-21.0267,149.1571,Lepidochelys olivacea,Olive Ridley,1/01/1997,12/01/2021,POINT (149.1571 -21.0266999999999)
899,-24.3167,151.9667,Lepidochelys olivacea,Olive Ridley,1/01/1969,12/01/2021,POINT (151.9667 -24.3167)
900,-10.745,142.2217,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (142.2217 -10.7449999999999)
901,-24.12,152.72,Lepidochelys olivacea,Olive Ridley,1/01/1976,12/01/2021,POINT (152.72 -24.1199999999999)
902,-21.0543,149.1914,Lepidochelys olivacea,Olive Ridley,1/01/1995,12/01/2021,POINT (149.1914 -21.0543)
903,-20.678,149.1401,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.1401 -20.6779999999999)
904,-9.1333,143.8833,Lepidochelys olivacea,Olive Ridley,1/01/1976,12/01/2021,POINT (143.8833 -9.13329999999996)
905,-20.4742,148.7504,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (148.7504 -20.4741999999999)
906,-18.6615,146.4528,Lepidochelys olivacea,Olive Ridley,1/01/1975,12/01/2021,POINT (146.4528 -18.6614999999999)
907,-24.7333,152.3333,Lepidochelys olivacea,Olive Ridley,1/01/1997,12/01/2021,POINT (152.3333 -24.7332999999999)
908,-23.3333,150.9333,Lepidochelys olivacea,Olive Ridley,1/01/1997,12/01/2021,POINT (150.9333 -23.3333)
909,-11.7683,143.08,Lepidochelys olivacea,Olive Ridley,1/01/1975,12/01/2021,POINT (143.08 -11.7683)
910,-10.9163,142.2793,Lepidochelys olivacea,Olive Ridley,1/01/2005,12/01/2021,POINT (142.2793 -10.9163)
911,-22.1805,150.0867,Lepidochelys olivacea,Olive Ridley,1/01/2001,12/01/2021,POINT (150.0867 -22.1804999999999)
912,-10.7748,142.4105,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.4105 -10.7748)
913,-21.3772,149.6599,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.6599 -21.3772)
